tmdb_id,title,show_name,rating,tmdb_rating_processed,release_year,release_month,cast,Plot Summary
286667,Gungan Attack,Star Wars: The Clone Wars,7.6,3.8,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In ""Grievous Intrigue,"" Anakin Skywalker and Obi-Wan Kenobi are sent to a Republic medical station overrun by Separatist forces led by General Grievous. Their mission is to rescue a captured Republic medical officer and prevent Grievous from obtaining valuable medical supplies for the Separatist war effort. They fight their way through hordes of battle droids and face off against Grievous himself, ultimately succeeding in their mission, but at a great cost to the medical station.
"
286668,Prisoners,Star Wars: The Clone Wars,7.8,3.9,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In ""Prisoners,"" Anakin Skywalker and Obi-Wan Kenobi are captured by bounty hunters while investigating the disappearance of Republic soldiers. They must work together, using their Jedi skills subtly, to uncover the bounty hunters' motives and escape their captivity before they are handed over to the Separatists.
"
286670,Shadow Warrior,Star Wars: The Clone Wars,7.4,3.7,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Captain Rex and the 501st Legion, now under the command of the ruthless and unorthodox General Pong Krell, are ordered to take a seemingly impregnable airbase. Rex struggles with Krell's disregard for clone trooper lives and his strategically unsound tactics as they face relentless Umbaran resistance.
"
286669,Mercy Mission,Star Wars: The Clone Wars,7.3,3.65,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In ""Nomad Droids,"" R2-D2 and C-3PO are separated and embark on a series of misadventures across the galaxy. R2 is mistakenly sold to a pirate, while C-3PO falls into the hands of a family of dirt farmers. Both droids find themselves in comical situations, highlighting their contrasting personalities and proving how vital they are to their friends, even in the midst of chaos. Ultimately, they must find their way back to each other and to their rightful owners.
"
286671,Nomad Droids,Star Wars: The Clone Wars,7.1,3.55,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In ""Nomad Droids"", R2-D2 and C-3PO are accidentally separated from Anakin Skywalker and Ahsoka Tano and end up on a series of misadventures. They get involved with a group of pirates, become temporary servants to a greedy junk dealer, and face numerous perilous situations as they try to find their way back to their masters. The episode focuses on the droids' comedic struggles for survival and showcases their unique personalities and abilities.
"
286672,Darkness on Umbara,Star Wars: The Clone Wars,9.0,4.5,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Captain Rex and the clones under General Pong Krell continue their campaign to take the heavily fortified capital city. Their aggressive tactics and heavy casualties raise Rex's suspicions, especially when Krell orders a suicidal frontal assault on seemingly empty fortifications. Doggedly, Rex tries to follow orders while questioning Krell's judgment, ultimately leading to a dangerous confrontation with the Umbaran militia and mounting distrust amongst the clones.
"
286673,The General,Star Wars: The Clone Wars,9.1,4.55,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In Star Wars: The Clone Wars Season 4, Episode 8, ""The General,"" Ahsoka Tano, along with a small group of clone troopers, are assigned to assist the inexperienced Jedi General Krell in a desperate defense against a Separatist invasion of the Umbara system. The episode focuses on the clone troopers' growing distrust and resentment towards Krell's increasingly reckless and costly tactics, which lead to heavy losses and questionable victories. Ahsoka finds herself torn between her duty to the Jedi Order and her loyalty to the clones as she witnesses Krell's questionable decisions.
"
286674,Plan of Dissent,Star Wars: The Clone Wars,9.1,4.55,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Captain Rex and the 501st, under the command of the mysteriously aggressive and tactically unsound Pong Krell, face heavy losses as they battle the native Umbarans. When Rex and his men uncover evidence suggesting Krell is intentionally sabotaging their efforts and potentially collaborating with the Separatists, they must decide whether to trust their instincts and risk insubordination to save themselves and the Republic.
"
286675,Carnage of Krell,Star Wars: The Clone Wars,9.1,4.55,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","During the Battle of Umbara, Captain Rex and the 501st Legion find themselves under the command of the enigmatic General Pong Krell. Krell's unorthodox and aggressive tactics lead to heavy casualties and raise suspicions among the clone troopers, particularly regarding his motivations and the true objectives of the mission. The episode focuses on the clones' growing distrust and resentment towards Krell as they question his orders and face increasingly dangerous situations.
"
286676,Kidnapped,Star Wars: The Clone Wars,8.3,4.15,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Captain Rex and the 501st Legion continue their campaign under the command of the newly appointed General Pong Krell, a Jedi Master. Krell's increasingly reckless and unorthodox tactics lead to heavy casualties and growing suspicion among the clones, particularly Rex and Fives. This episode focuses on the clones questioning Krell's orders and beginning to suspect a hidden agenda as they face a fierce and surprisingly coordinated Umbaran resistance.
"
286677,Slaves of the Republic,Star Wars: The Clone Wars,8.3,4.15,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Anakin Skywalker is called away, leaving Captain Rex and the 501st under the command of the strict and controversial General Pong Krell. Krell's ruthless tactics and disregard for clone trooper lives cause tension and distrust within the ranks, leading to suspicion that he is deliberately leading them to their deaths. Rex struggles to balance his loyalty to his men with his duty to obey orders, as he and his squad question Krell's motives.
"
286678,Escape from Kadavo,Star Wars: The Clone Wars,8.4,4.2,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","After crash-landing on a desolate world, Rex, Obi-Wan, and Anakin must contend with Separatist forces and a deadly, shapeshifting bounty hunter, Embo, in a race to recover a vital Jedi encryption module. Their escape is further complicated by a brutal sandstorm and the realization that the module holds the key to a Republic victory.
"
286679,A Friend in Need,Star Wars: The Clone Wars,8.2,4.1,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In ""A Friend in Need,"" Lux Bonteri, now a radicalized anti-Separatist freedom fighter, seeks Ahsoka Tano's help in his struggle against the Separatist occupation of his home planet, Onderon. Ahsoka, Obi-Wan, and Anakin debate whether the Republic should get involved, mindful of political neutrality. Ultimately, Ahsoka, defying orders, joins Lux and his fellow rebels, providing them with crucial tactical training and support to fight back against the droid armies led by the ruthless Separatist General Kalani.
"
286680,Deception,Star Wars: The Clone Wars,8.4,4.2,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","Ahsoka Tano is framed for a bombing at the Jedi Temple and arrested. Anakin Skywalker desperately tries to prove her innocence while Ahsoka struggles to survive in the Republic Military prison.
"
286681,Friends and Enemies,Star Wars: The Clone Wars,8.6,4.3,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","During a Republic attack on a Separatist dreadnought factory, Ahsoka Tano is separated from Anakin Skywalker and the rest of the clone troopers. She finds herself trapped deep within the factory with a squad of clone cadets, forced to rely on their ingenuity and teamwork to survive and escape the collapsing facility as it's destroyed by the Republic forces.
"
286682,The Box,Star Wars: The Clone Wars,8.8,4.4,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","Season 4, Episode 17 of The Clone Wars, ""Deception,"" focuses on Obi-Wan Kenobi going undercover as a notorious bounty hunter named Rako Hardeen to infiltrate a Separatist plot to assassinate Chancellor Palpatine. He fakes his own death, orchestrated by Anakin Skywalker, to gain the trust of the other bounty hunters, including Cad Bane and Moralo Eval, who are orchestrating the assassination attempt. He then must work from the inside to stop the plot while maintaining his cover and protecting Palpatine.
"
286683,Crisis on Naboo,Star Wars: The Clone Wars,8.4,4.2,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Captain Rex and the 501st Legion struggle under the command of the ruthless and unconventional Pong Krell. Krell's aggressive and reckless tactics lead to heavy casualties, and his disregard for the lives of his clone troopers makes them increasingly suspicious. The episode focuses on the escalating tension as Rex and his men question Krell's orders and begin to suspect he is betraying them to the Separatists.
"
286684,Massacre,Star Wars: The Clone Wars,8.2,4.1,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On the planet Umbara, Captain Rex and the 501st Legion are placed under the command of General Pong Krell, a Jedi Master with a harsh and unorthodox approach. As the Republic forces struggle to take the heavily fortified Umbaran capital, the clones begin to question Krell's increasingly reckless and costly orders, leading to mounting suspicion and distrust. This episode focuses on the growing animosity between the clones and Krell and hints at the potential reasons behind his questionable decisions.
"
5259627,The Path of Fear,Star Wars: Tales of the Empire,7.2,3.6,2024,05,[],"""Path of Fear"" tells the story of Barriss Offee after her betrayal of the Jedi Order. Imprisoned after bombing the Jedi Temple, Barriss is offered a chance at redemption by the Empire. She's recruited by the Grand Inquisitor to become an Inquisitor herself, tasked with hunting down remaining Jedi. The episode focuses on her internal struggle as she grapples with her past actions and the morally ambiguous choices she must make in service to the Empire.
"
286685,Bounty,Star Wars: The Clone Wars,8.5,4.25,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Anakin Skywalker is temporarily relieved of command. The strict and aggressive General Pong Krell takes his place and orders the clones on a dangerous and strategically questionable series of frontal assaults, leading to heavy casualties and growing distrust amongst the 501st legion, particularly Rex, Fives, and Jesse. They suspect Krell is leading them to slaughter and begin to question his motives.
"
286686,Brothers,Star Wars: The Clone Wars,8.7,4.35,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","On Umbara, Captain Rex and the 501st Legion face a new, aggressively tactical Jedi General, Pong Krell, who they quickly learn to distrust. Krell sends the clones on suicidal missions against fortified Umbaran positions, leading them to question his leadership and motives as the casualties mount. The episode ends with the clones in a perilous situation, forced to confront what they believe to be Umbaran fighters... who are actually their own clone troopers, deliberately manipulated by Krell.
"
1010398,Revenge,Star Wars: The Clone Wars,9.0,4.5,2011,09,"[{'name': 'Ashley Eckstein', 'character': 'Ahsoka Tano (voice)', 'gender': 1}, {'name': 'Matt Lanter', 'character': 'Anakin Skywalker (voice)', 'gender': 2}, {'name': 'James Arnold Taylor', 'character': 'Obi-Wan Kenobi (voice)', 'gender': 2}, {'name': 'Dee Bradley Baker', 'character': 'Clone Troopers (voice)', 'gender': 2}, {'name': 'Tom Kane', 'character': 'Yoda / Wullf Yularen / Narrator (voice)', 'gender': 2}, {'name': 'Matthew Wood', 'character': 'General Grievous / Battle Droids (voice)', 'gender': 2}]","In the final episode of Clone Wars Season 4, titled ""Revenge,"" Asajj Ventress seeks revenge on Count Dooku after he attempted to have her assassinated. She aligns herself with Savage Opress and together they confront Dooku in a brutal lightsaber duel. Palpatine (Darth Sidious) intervenes, forcing Ventress and Opress to flee, but leaving Dooku humiliated and more determined than ever to crush any threats to his power.
"
1010346,A War on Two Fronts,Star Wars: The Clone Wars,8.0,4.0,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","The Clone Wars Season 5 Episode 2, titled ""A War on Two Fronts,"" sees Anakin Skywalker, Obi-Wan Kenobi, and Ahsoka Tano traveling to Onderon to train a group of rebels led by Lux Bonteri. These rebels are fighting against the Separatist-backed King Sanjay Rash. The Jedi secretly equip the rebels and teach them combat tactics in order to overthrow the corrupt king and reclaim their planet.
"
1010347,Front Runners,Star Wars: The Clone Wars,7.9,3.95,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano and Anakin Skywalker investigate the bombing of the Jedi Temple hangar, uncovering a trail that leads them to a warehouse where explosives are being stored. Their investigation is hampered by bureaucratic hurdles and suspicions from within the Jedi Order, as they struggle to uncover the truth behind the attack.
"
1010365,The Soft War,Star Wars: The Clone Wars,8.1,4.05,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano and a group of Jedi younglings are on a rite of passage on Ilum to collect Kyber crystals for their lightsabers. Their mission is interrupted when General Grievous and a Separatist droid army attack the planet in an attempt to steal the crystals for a superweapon. The younglings, with Ahsoka's guidance, must use their skills and the Force to defend themselves and protect the sacred crystals.
"
1010366,Tipping Points,Star Wars: The Clone Wars,8.3,4.15,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano is framed for a bombing at the Jedi Temple hangar, orchestrated by the actual bomber, Letta Turmond. The episode focuses on the Jedi Order investigating the bombing and the subsequent hunt for the perpetrator, ultimately leading them to suspect Ahsoka, who is trying to clear her name.
"
1010367,The Gathering,Star Wars: The Clone Wars,8.4,4.2,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka, having witnessed a Jedi Master murder a prisoner, is framed for the crime and goes on the run. Anakin believes in her innocence but the evidence mounts against her. She seeks help from Asajj Ventress, a former Sith assassin, who may hold the key to clearing her name.
"
1010368,A Test of Strength,Star Wars: The Clone Wars,8.2,4.1,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka is framed for bombing the Jedi Temple hangar and subsequently arrested. While investigating, Anakin struggles to reconcile his loyalty to the Jedi Order with his belief in Ahsoka's innocence, causing tension within the Jedi Council as they struggle to remain objective.
"
1010369,Bound for Rescue,Star Wars: The Clone Wars,8.1,4.05,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano is framed for a bombing at the Jedi Temple hangar and subsequently accused of murder. As evidence mounts against her, Ahsoka finds herself on the run from the Republic and the Jedi Order. She must clear her name and prove her innocence before she is captured.
"
1010370,A Necessary Bond,Star Wars: The Clone Wars,8.4,4.2,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka is framed for a crime she didn't commit: a bombing at the Jedi Temple hangar. Evidence is manipulated to make it look like she's responsible, and she's forced to flee the Jedi Order to prove her innocence.
"
1010371,Secret Weapons,Star Wars: The Clone Wars,7.3,3.65,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka and Lux Bonteri travel to Onderon to help the rebels there fight back against the Separatist-backed occupation. They face a difficult choice when they discover the leader of the rebels, Steela Gerrera, is willing to make ruthless sacrifices to achieve victory. This causes a rift between Ahsoka, Lux, and the Onderon rebels, forcing them to question the cost of freedom.
"
1010372,A Sunny Day in the Void,Star Wars: The Clone Wars,7.3,3.65,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano is framed for a bombing at the Jedi Temple hangar and the murder of several clones. She is stripped of her Padawan rank and imprisoned while the Jedi Council investigates. She escapes with the help of Barriss Offee to prove her innocence, only to be hunted by Anakin and Rex.
"
1010373,Missing in Action,Star Wars: The Clone Wars,7.5,3.75,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka is framed for a bombing at the Jedi Temple hangar and subsequently runs from the Jedi Order to prove her innocence. The evidence mounts against her, and she finds herself hunted by both the Republic military and Anakin Skywalker, her former master. She seeks help from Barriss Offee, her friend, but ultimately uncovers a darker conspiracy involving Barriss herself.
"
1010374,Point of No Return,Star Wars: The Clone Wars,7.6,3.8,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","In ""Escape from Kadavo,"" Ahsoka and a group of slaves plan a daring escape from the Separatist prison camp on Kadavo. They face overwhelming odds and need to find a way to disable the droid defenses and secure transport off the planet before they're caught by the cunning foreman, Rush Clovis, and the watchful eye of the Separatist forces. Their success hinges on cooperation, courage, and a bit of luck.
"
1010340,Revival,Star Wars: The Clone Wars,9.1,4.55,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","The Separatists launch a droid attack on a Republic medical station, intending to steal vital supplies and cripple the Republic war effort. Anakin, Ahsoka, and Rex lead the defense, struggling to repel the overwhelming droid forces and protect the injured soldiers within the station. They realize the Separatists are after a specific shipment, prompting a desperate fight to keep it out of enemy hands.
"
1010375,Eminence,Star Wars: The Clone Wars,8.8,4.4,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","In ""Eminence,"" Darth Maul and Savage Opress forge an alliance with the Black Sun crime syndicate, seeking to establish their own criminal empire. They meet with the Pyke Syndicate to gain control of spice routes, but disagreements lead to a tense standoff. Maul then reveals his ambition to unite all the criminal organizations under his banner, setting the stage for a full-fledged power grab.
"
1010376,Shades of Reason,Star Wars: The Clone Wars,9.0,4.5,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano and Anakin Skywalker investigate a bombing at the Jedi Temple hangar. The evidence points to a Jedi being involved, and suspicion falls on Ahsoka herself after she is framed by Letta Turmond, who was manipulated by Barriss Offee. Ahsoka is arrested and brought before the Jedi Council for questioning.
"
1010377,The Lawless,Star Wars: The Clone Wars,9.4,4.7,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka Tano, framed for a crime she didn't commit, is on the run from the Republic military. Anakin Skywalker desperately tries to prove her innocence and uncover the real culprit, but his efforts are hampered by the mounting evidence against her. Ahsoka must use all her skills to evade capture and expose the true perpetrator before she's branded a traitor and brought to justice.
"
1010378,Sabotage,Star Wars: The Clone Wars,8.4,4.2,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka is framed for a bombing at the Jedi Temple and is arrested. Anakin believes in her innocence, but the evidence mounts against her. Facing suspicion from the Jedi Council, she is eventually expelled from the Order and imprisoned by the Republic.
"
1010379,The Jedi Who Knew Too Much,Star Wars: The Clone Wars,9.0,4.5,2012,09,"[{'name': 'Tom Kane', 'character': 'Yoda / Narrator (voice)', 'gender': 2}]","Ahsoka is framed for bombing the Jedi Temple hangar and multiple murders. Evidence is stacked against her, leading Anakin to believe she's guilty. Despite her pleas of innocence and a growing mistrust from the Jedi Council, Ahsoka goes on the run to clear her name. She seeks help from Asajj Ventress, leading to a dangerous alliance against a common enemy.
"
