imdb_code,title,rating,release_year,cast,cast_names,cast_roles,Plot Summary
1535506,Landing at Point Rain,8.2,2009,"[('Matt Lanter', <Character id:None[http] name:_Anakin Skywalker_>), ('Brian George', <Character id:None[http] name:_Ki Adi Mundi_>), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>, <Character id:None[http] name:_Commander Cody_>, <Character id:None[http] name:_Waxer_>, <Character id:None[http] name:_Boil_>, <Character id:None[http] name:_Commander Jet_>]), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('James Arnold Taylor', <Character id:None[http] name:_Obi-Wan Kenobi_>), ('Tom Kane', [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>, <Character id:None[http] name:_Admiral Yularen_>]), (""Olivia d'Abo"", <Character id:None[http] name:_Luminara Unduli_>), (""Terrence 'T.C.' Carson"", <Character id:None[http] name:_Mace Windu_>), ('Ian Abercrombie', <Character id:None[http] name:_Chancellor Palpatine_>), ('Matthew Wood', <Character id:None[http] name:_Battle Droids_>)]","['Matt Lanter', 'Brian George', 'Dee Bradley Baker', 'Ashley Eckstein', 'James Arnold Taylor', 'Tom Kane', ""Olivia d'Abo"", ""Terrence 'T.C.' Carson"", 'Ian Abercrombie', 'Matthew Wood']","[<Character id:None[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Ki Adi Mundi_>, [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>, <Character id:None[http] name:_Commander Cody_>, <Character id:None[http] name:_Waxer_>, <Character id:None[http] name:_Boil_>, <Character id:None[http] name:_Commander Jet_>], <Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Obi-Wan Kenobi_>, [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>, <Character id:None[http] name:_Admiral Yularen_>], <Character id:None[http] name:_Luminara Unduli_>, <Character id:None[http] name:_Mace Windu_>, <Character id:None[http] name:_Chancellor Palpatine_>, <Character id:None[http] name:_Battle Droids_>]","In the Clone Wars episode ""Landing at Point Rain,"" Anakin Skywalker, Ahsoka Tano, and Ki-Adi-Mundi lead a massive Republic assault force to capture a Separatist droid factory on Geonosis. They face heavy anti-aircraft fire during the landing, resulting in numerous casualties and forcing them to crash land. They must then fight their way through a heavily fortified droid army to reach and destroy the factory before more droids are produced. The episode focuses on the intense battle conditions and the challenges of coordinating a large-scale ground assault against overwhelming odds.
"
1541414,Weapons Factory,7.8,2009,"[(""Olivia d'Abo"", <Character id:None[http] name:_Luminara Unduli_>), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('Matt Lanter', <Character id:None[http] name:_Anakin Skywalker_>), ('Meredith Salenger', <Character id:None[http] name:_Barriss Offee_>), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>]), ('Matthew Wood', [<Character id:[http] name:_Battle Droids_>, <Character id:None[http] name:_Poggle the Lesser_>]), ('Tom Kane', [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Tactical Droid_>])]","[""Olivia d'Abo"", 'Ashley Eckstein', 'Matt Lanter', 'Meredith Salenger', 'Dee Bradley Baker', 'Matthew Wood', 'Tom Kane']","[<Character id:None[http] name:_Luminara Unduli_>, <Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Barriss Offee_>, [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>], [<Character id:[http] name:_Battle Droids_>, <Character id:None[http] name:_Poggle the Lesser_>], [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Tactical Droid_>]]","In the Clone Wars episode ""Weapons Factory,"" Anakin Skywalker and Ahsoka Tano lead a squadron of clone troopers to Geonosis to destroy a droid factory producing deadly super tanks. They encounter heavy resistance, including Geonosian warriors and their formidable weaponry. The clones fight valiantly, but suffer heavy losses as they try to plant explosives and disable the factory. Ultimately, they succeed in their mission, though at a great cost, crippling the Separatist war effort on Geonosis, at least temporarily.
"
598084,Legacy of Terror,7.7,1976,"[('Jack Lord', <Character id:None[http] name:_Det. Steve McGarrett_>), ('James MacArthur', <Character id:None[http] name:_Danny Williams_>), ('Kam Fong', <Character id:None[http] name:_Chin Ho Kelly_>), ('Lew Ayres', <Character id:None[http] name:_Comm. Reginald Blackwell_>), ('Mako', <Character id:None[http] name:_Kazuo Tahashi_>), ('Don Porter', <Character id:None[http] name:_Alex Kelsey_>), ('Haunani Minn', <Character id:None[http] name:_Kim Matsu_>), ('Moe Keale', <Character id:None[http] name:_Din Lee_>), ('C.K. Huang', <Character id:None[http] name:_Minoru Tahashi_>), ('Harry Endo', <Character id:None[http] name:_Che Fong_>), ('Robert Apisa', <Character id:None[http] name:_Regan_>), ('Joe Kuon', <Character id:None[http] name:_Strang_>), ('Herbert Kobayashi', <Character id:None[http] name:_Bank Manager_>), ('Arte McCollough', <Character id:None[http] name:_Tolaka_>), ('Herman Wedemeyer', <Character id:None[http] name:_Sgt. Duke Lukela_>), ('Charles M.W. Chang', <Character id:None[http] name:_Charlie Kee_>), ('Henry K.F. Lee', <Character id:None[http] name:_Sing Tse_>), ('Shinsho Jo', <Character id:None[http] name:_Priest_>)]","['Jack Lord', 'James MacArthur', 'Kam Fong', 'Lew Ayres', 'Mako', 'Don Porter', 'Haunani Minn', 'Moe Keale', 'C.K. Huang', 'Harry Endo', 'Robert Apisa', 'Joe Kuon', 'Herbert Kobayashi', 'Arte McCollough', 'Herman Wedemeyer', 'Charles M.W. Chang', 'Henry K.F. Lee', 'Shinsho Jo']","[<Character id:None[http] name:_Det. Steve McGarrett_>, <Character id:None[http] name:_Danny Williams_>, <Character id:None[http] name:_Chin Ho Kelly_>, <Character id:None[http] name:_Comm. Reginald Blackwell_>, <Character id:None[http] name:_Kazuo Tahashi_>, <Character id:None[http] name:_Alex Kelsey_>, <Character id:None[http] name:_Kim Matsu_>, <Character id:None[http] name:_Din Lee_>, <Character id:None[http] name:_Minoru Tahashi_>, <Character id:None[http] name:_Che Fong_>, <Character id:None[http] name:_Regan_>, <Character id:None[http] name:_Strang_>, <Character id:None[http] name:_Bank Manager_>, <Character id:None[http] name:_Tolaka_>, <Character id:None[http] name:_Sgt. Duke Lukela_>, <Character id:None[http] name:_Charlie Kee_>, <Character id:None[http] name:_Sing Tse_>, <Character id:None[http] name:_Priest_>]","In the Clone Wars episode ""Legacy of Terror,"" Anakin Skywalker and Obi-Wan Kenobi investigate a Separatist droid factory on Geonosis, discovering that the factory is being used to breed Geonosian zombies controlled by a brain worm parasite. They are horrified by the gruesome creatures and struggle to contain the outbreak while trying to figure out how the Separatists are controlling them. The episode focuses on the desperate fight for survival against this new, terrifying threat.
"
2556422,Brain Invaders,7.5,2012,"[('Sean Stone', <Character id:None[http] name:_Self_>), ('Jesse Ventura', <Character id:None[http] name:_Self_>), ('Tyler Ventura', <Character id:None[http] name:_Self_>)]","['Sean Stone', 'Jesse Ventura', 'Tyler Ventura']","[<Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>]","In the Clone Wars episode ""Brain Invaders,"" Ahsoka Tano and Barriss Offee, along with several clone troopers, are trapped on a medical frigate when it becomes infested with Geonosian brain worms. These parasites burrow into the heads of the clones, turning them into mindless puppets controlled by the Separatists. Ahsoka and Barriss must work together to identify and stop the infected before they can reach the Jedi and take over the ship. They use various diagnostic techniques to find the parasites and fight against both the brain worms and their infected comrades, leading to a tense and dangerous battle for survival.
"
1558193,Grievous Intrigue,7.8,2010,"[('Matt Lanter', [<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Tactical Droid_>]), ('James Arnold Taylor', [<Character id:[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Plo Koon_>]), ('Matthew Wood', [<Character id:[http] name:_General Grievous_>, <Character id:None[http] name:_Battle Droids_>]), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>, <Character id:None[http] name:_Commander Cody_>]), ('Chris Edgerly', <Character id:None[http] name:_Eeth Koth_>), ('Angelique Perrin', <Character id:None[http] name:_Adi Gallia_>), ('Tom Kane', [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>, <Character id:None[http] name:_Admiral Yularen_>])]","['Matt Lanter', 'James Arnold Taylor', 'Matthew Wood', 'Dee Bradley Baker', 'Chris Edgerly', 'Angelique Perrin', 'Tom Kane']","[[<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Tactical Droid_>], [<Character id:[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Plo Koon_>], [<Character id:[http] name:_General Grievous_>, <Character id:None[http] name:_Battle Droids_>], [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>, <Character id:None[http] name:_Commander Cody_>], <Character id:None[http] name:_Eeth Koth_>, <Character id:None[http] name:_Adi Gallia_>, [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>, <Character id:None[http] name:_Admiral Yularen_>]]","In the Clone Wars episode ""Grievous Intrigue,"" Anakin and Aayla Secura team up to reclaim a Republic listening post on a remote planet that has fallen under Separatist control. They face a large droid army led by General Grievous and discover that the Separatists are using a cloaking device to conceal their forces, making them much harder to fight. Through a risky strategy, Anakin and Aayla manage to disable the cloaking device and retake the listening post, but not without sustaining heavy casualties and a close call with Grievous himself.
"
554324,The Deserter,7.4,1966,"[('Fess Parker', <Character id:None[http] name:_Daniel Boone_>), ('Ed Ames', <Character id:None[http] name:_Mingo_>), ('Robert Logan', <Character id:None[http] name:_Jericho Jones_>), ('Rudy Robbins', <Character id:None[http] name:_Josh Cutler_>), ('Bob Terhune', <Character id:None[http] name:_Ab Varney_>), ('Bruce Jacobs', <Character id:None[http] name:_Jethro_>), ('Ted White', <Character id:None[http] name:_Sgt. Judd Blake_>), ('Slim Pickens', <Character id:None[http] name:_Simon Harman_>), ('Dick Sargent', <Character id:None[http] name:_Reuben Stone_>), ('Henry Brandon', <Character id:None[http] name:_Lije Moody_>)]","['Fess Parker', 'Ed Ames', 'Robert Logan', 'Rudy Robbins', 'Bob Terhune', 'Bruce Jacobs', 'Ted White', 'Slim Pickens', 'Dick Sargent', 'Henry Brandon']","[<Character id:None[http] name:_Daniel Boone_>, <Character id:None[http] name:_Mingo_>, <Character id:None[http] name:_Jericho Jones_>, <Character id:None[http] name:_Josh Cutler_>, <Character id:None[http] name:_Ab Varney_>, <Character id:None[http] name:_Jethro_>, <Character id:None[http] name:_Sgt. Judd Blake_>, <Character id:None[http] name:_Simon Harman_>, <Character id:None[http] name:_Reuben Stone_>, <Character id:None[http] name:_Lije Moody_>]","In ""The Deserter"" episode of The Clone Wars, Captain Rex, Commander Cody, and a squad of clone troopers investigate a Separatist attack on a small village. Rex is injured during the battle and wakes up in the care of a farmer named Cut Lawquane and his family. Rex discovers that Cut is a clone trooper who deserted the Grand Army of the Republic and has built a life for himself with his Twi'lek wife and children. Rex struggles to reconcile Cut's peaceful existence with his own sense of duty and contemplates the true meaning of freedom and what he is fighting for. Ultimately, Rex helps Cut defend his family from a droid attack and comes to understand Cut's decision, leaving him in peace.
"
1558187,Lightsaber Lost,7.5,2010,"[('Matt Lanter', [<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Bounty Hunter #2_>]), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('Greg Baldwin', [<Character id:[http] name:_Tera Sinube_>, <Character id:None[http] name:_Police Droid_>, <Character id:None[http] name:_Aqualish_>]), ('Meredith Salenger', <Character id:None[http] name:_Ione Marcy_>), ('James Arnold Taylor', [<Character id:[http] name:_Bounty Hunter #1_>, <Character id:None[http] name:_Bannamu_>, <Character id:None[http] name:_Hotel Attendant_>]), ('Flo Di Re', <Character id:None[http] name:_Jocasta Nu_>), ('Tom Kane', [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>]), ('Jaime King', [<Character id:[http] name:_Cassie Cryar_>, <Character id:None[http] name:_Muk Muk Monkey_>]), ('Ian Abercrombie', <Character id:None[http] name:_Chancellor Palpatine_>)]","['Matt Lanter', 'Ashley Eckstein', 'Greg Baldwin', 'Meredith Salenger', 'James Arnold Taylor', 'Flo Di Re', 'Tom Kane', 'Jaime King', 'Ian Abercrombie']","[[<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Bounty Hunter #2_>], <Character id:None[http] name:_Ahsoka Tano_>, [<Character id:[http] name:_Tera Sinube_>, <Character id:None[http] name:_Police Droid_>, <Character id:None[http] name:_Aqualish_>], <Character id:None[http] name:_Ione Marcy_>, [<Character id:[http] name:_Bounty Hunter #1_>, <Character id:None[http] name:_Bannamu_>, <Character id:None[http] name:_Hotel Attendant_>], <Character id:None[http] name:_Jocasta Nu_>, [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>], [<Character id:[http] name:_Cassie Cryar_>, <Character id:None[http] name:_Muk Muk Monkey_>], <Character id:None[http] name:_Chancellor Palpatine_>]","In ""Lightsaber Lost,"" Ahsoka Tano discovers her lightsaber is missing. She suspects a young pickpocket named Bannamu stole it. Despite initially believing the Jedi are emotionless and uncaring, Ahsoka and Anakin pursue Bannamu through the Coruscant underworld, learning about the harsh realities of life for those living there. Ahsoka eventually recovers her lightsaber and, after understanding Bannamu's desperate situation, helps him escape the clutches of the corrupt criminal Pikk Mukmuk.
"
1558188,The Mandalore Plot,8,2010,"[('Anna Graves', <Character id:None[http] name:_Satine Kryze_>), ('James Arnold Taylor', [<Character id:[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Warrior #2_>]), ('Corey Burton', [<Character id:[http] name:_Count Dooku_>, <Character id:None[http] name:_Warrior #1_>, <Character id:None[http] name:_Mandalorian Bomber_>]), ('Jon Favreau', [<Character id:[http] name:_Pre Vizsla_>, <Character id:None[http] name:_Warrior Commander_>]), ('Julian Holloway', <Character id:None[http] name:_Prime Minister Almec_>), ('Greg Proops', <Character id:None[http] name:_Tal Merrick_>), ('Matt Lanter', [<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Mandalorian Guard_>]), ('Tom Kane', <Character id:None[http] name:_Narrator_>)]","['Anna Graves', 'James Arnold Taylor', 'Corey Burton', 'Jon Favreau', 'Julian Holloway', 'Greg Proops', 'Matt Lanter', 'Tom Kane']","[<Character id:None[http] name:_Satine Kryze_>, [<Character id:[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Warrior #2_>], [<Character id:[http] name:_Count Dooku_>, <Character id:None[http] name:_Warrior #1_>, <Character id:None[http] name:_Mandalorian Bomber_>], [<Character id:[http] name:_Pre Vizsla_>, <Character id:None[http] name:_Warrior Commander_>], <Character id:None[http] name:_Prime Minister Almec_>, <Character id:None[http] name:_Tal Merrick_>, [<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Mandalorian Guard_>], <Character id:None[http] name:_Narrator_>]","In ""The Mandalore Plot,"" Obi-Wan Kenobi investigates rumors of Duchess Satine Kryze of Mandalore secretly building an army, violating the planet's neutrality. He discovers a plot by Death Watch, a Mandalorian terrorist group led by Pre Vizsla, who are trying to overthrow Satine and return Mandalore to its warrior roots. Obi-Wan fights off the Death Watch, and Satine convinces him that she is not involved in the plot, though she reveals that the corruption in her own government has allowed Death Watch to flourish.
"
1558189,Voyage of Temptation,8.1,2010,"[('James Arnold Taylor', <Character id:None[http] name:_Obi-Wan Kenobi_>), ('Matt Lanter', <Character id:None[http] name:_Anakin Skywalker_>), ('Anna Graves', <Character id:None[http] name:_Satine Kryze_>), ('Greg Proops', <Character id:None[http] name:_Tal Merrik_>), ('Phil LaMarr', <Character id:None[http] name:_Orn Free Taa_>), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>, <Character id:None[http] name:_Commander Cody_>, <Character id:None[http] name:_Onaconda Farr_>]), ('Jon Favreau', <Character id:None[http] name:_Pre Vizsla_>), ('Tom Kane', <Character id:None[http] name:_Narrator_>), ('Corey Burton', <Character id:None[http] name:_Servant Droid_>), ('David Acord', [<Character id:[http] name:_Ship Captain_>, <Character id:None[http] name:_Rabbit Droid_>]), ('Ian Abercrombie', <Character id:None[http] name:_Chancellor Palpatine_>)]","['James Arnold Taylor', 'Matt Lanter', 'Anna Graves', 'Greg Proops', 'Phil LaMarr', 'Dee Bradley Baker', 'Jon Favreau', 'Tom Kane', 'Corey Burton', 'David Acord', 'Ian Abercrombie']","[<Character id:None[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Satine Kryze_>, <Character id:None[http] name:_Tal Merrik_>, <Character id:None[http] name:_Orn Free Taa_>, [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Captain Rex_>, <Character id:None[http] name:_Commander Cody_>, <Character id:None[http] name:_Onaconda Farr_>], <Character id:None[http] name:_Pre Vizsla_>, <Character id:None[http] name:_Narrator_>, <Character id:None[http] name:_Servant Droid_>, [<Character id:[http] name:_Ship Captain_>, <Character id:None[http] name:_Rabbit Droid_>], <Character id:None[http] name:_Chancellor Palpatine_>]","In ""Voyage of Temptation,"" Obi-Wan Kenobi and Anakin Skywalker must protect Duchess Satine Kryze of Mandalore during a diplomatic mission aboard a luxury passenger liner. Their mission is complicated when Death Watch, a Mandalorian terrorist group seeking to overthrow Satine's pacifist government, launches a daring attack on the ship, unleashing a monstrous beast to sow chaos and attempting to assassinate the Duchess. Anakin struggles with his feelings for Padme as he witnesses Satine's and Obi-Wan's close relationship.
"
1558190,Duchess of Mandalore,7.6,2010,"[('Matt Lanter', [<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Almec's Scout_>]), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Death Watch Assassin_>, <Character id:None[http] name:_Davu Golec_>]), ('Ian Abercrombie', [<Character id:[http] name:_Darth Sidious_>, <Character id:None[http] name:_Chancellor Palpatine_>]), ('Corey Burton', [<Character id:[http] name:_Count Dooku_>, <Character id:None[http] name:_Aramis_>, <Character id:None[http] name:_Deputy Minister Jerec_>]), ('James Arnold Taylor', <Character id:None[http] name:_Obi-Wan Kenobi_>), ('Jon Favreau', <Character id:None[http] name:_Pre Vizsla_>), ('Catherine Taber', <Character id:None[http] name:_Padmé Amidala_>), ('Anna Graves', <Character id:None[http] name:_Satine Kryze_>), ('Stephen Stanton', [<Character id:[http] name:_Mas Amedda_>, <Character id:None[http] name:_Death Watch Trooper_>]), ('Tom Kane', [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Police Droids_>, <Character id:None[http] name:_Police Probe_>]), ('Julian Holloway', <Character id:None[http] name:_Prime Minister Almec_>)]","['Matt Lanter', 'Dee Bradley Baker', 'Ian Abercrombie', 'Corey Burton', 'James Arnold Taylor', 'Jon Favreau', 'Catherine Taber', 'Anna Graves', 'Stephen Stanton', 'Tom Kane', 'Julian Holloway']","[[<Character id:[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Almec's Scout_>], [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Death Watch Assassin_>, <Character id:None[http] name:_Davu Golec_>], [<Character id:[http] name:_Darth Sidious_>, <Character id:None[http] name:_Chancellor Palpatine_>], [<Character id:[http] name:_Count Dooku_>, <Character id:None[http] name:_Aramis_>, <Character id:None[http] name:_Deputy Minister Jerec_>], <Character id:None[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Pre Vizsla_>, <Character id:None[http] name:_Padmé Amidala_>, <Character id:None[http] name:_Satine Kryze_>, [<Character id:[http] name:_Mas Amedda_>, <Character id:None[http] name:_Death Watch Trooper_>], [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Police Droids_>, <Character id:None[http] name:_Police Probe_>], <Character id:None[http] name:_Prime Minister Almec_>]","In the Clone Wars episode ""Duchess of Mandalore,"" Obi-Wan Kenobi travels to Mandalore to investigate rumors that the planet is secretly building an army. He finds that Mandalore is officially neutral and pacifistic, ruled by the young Duchess Satine Kryze. Obi-Wan is skeptical of Satine's claims of neutrality and continues his investigation, uncovering a Separatist plot to undermine her authority and install a puppet government. Obi-Wan must then protect Satine and help her maintain Mandalore's neutrality while battling the Separatist forces and the corruption within her own government.
"
311882,Death Trap,7.8,2002,"[('James MacPherson', <Character id:None[http] name:_DCI Mike Jardine_>), ('Blythe Duff', <Character id:None[http] name:_DS Jackie Reid_>), ('John Michie', <Character id:None[http] name:_DI Robbie Ross_>), ('Colin McCredie', <Character id:None[http] name:_DC Stuart Fraser_>), ('Alex Norton', <Character id:None[http] name:_DCI Matt Burke_>), ('Anne Marie Timoney', <Character id:None[http] name:_DSI Valerie Patterson_>), ('Lewis Howden', <Character id:None[http] name:_Malcolm Innes_>), ('Paul Blair', <Character id:None[http] name:_Finlay Maclean_>), ('John Kielty', <Character id:None[http] name:_Johnny Innes_>), ('Emma Currie', <Character id:None[http] name:_Penny Langham_>), ('Coral Preston', <Character id:None[http] name:_Sheenagh Bailey_>), ('Gowan Calder', <Character id:None[http] name:_Marina Blackwood_>), ('John Comerford', <Character id:None[http] name:_Bill Dawson_>), ('Andrew Byatt', <Character id:None[http] name:_Liam Kennedy_>), ('Una McLean', <Character id:None[http] name:_Margaret Hardcastle_>), ('Alan McHugh', <Character id:None[http] name:_Tom Bryant_>), ('Annie George', <Character id:None[http] name:_Receptionist_>), ('Stephen Clyde', <Character id:None[http] name:_Mr. Smith_>), ('Stuart Hepburn', <Character id:None[http] name:_ACC Benson_>), ('Christabella Simm', <Character id:None[http] name:_Innes's Cleaner_>), ('Ros McCue', <Character id:None[http] name:_Angie_>), ('Carolyn Calder', <Character id:None[http] name:_Alexis_>)]","['James MacPherson', 'Blythe Duff', 'John Michie', 'Colin McCredie', 'Alex Norton', 'Anne Marie Timoney', 'Lewis Howden', 'Paul Blair', 'John Kielty', 'Emma Currie', 'Coral Preston', 'Gowan Calder', 'John Comerford', 'Andrew Byatt', 'Una McLean', 'Alan McHugh', 'Annie George', 'Stephen Clyde', 'Stuart Hepburn', 'Christabella Simm', 'Ros McCue', 'Carolyn Calder']","[<Character id:None[http] name:_DCI Mike Jardine_>, <Character id:None[http] name:_DS Jackie Reid_>, <Character id:None[http] name:_DI Robbie Ross_>, <Character id:None[http] name:_DC Stuart Fraser_>, <Character id:None[http] name:_DCI Matt Burke_>, <Character id:None[http] name:_DSI Valerie Patterson_>, <Character id:None[http] name:_Malcolm Innes_>, <Character id:None[http] name:_Finlay Maclean_>, <Character id:None[http] name:_Johnny Innes_>, <Character id:None[http] name:_Penny Langham_>, <Character id:None[http] name:_Sheenagh Bailey_>, <Character id:None[http] name:_Marina Blackwood_>, <Character id:None[http] name:_Bill Dawson_>, <Character id:None[http] name:_Liam Kennedy_>, <Character id:None[http] name:_Margaret Hardcastle_>, <Character id:None[http] name:_Tom Bryant_>, <Character id:None[http] name:_Receptionist_>, <Character id:None[http] name:_Mr. Smith_>, <Character id:None[http] name:_ACC Benson_>, <Character id:None[http] name:_Innes's Cleaner_>, <Character id:None[http] name:_Angie_>, <Character id:None[http] name:_Alexis_>]","In ""Death Trap,"" a Republic training mission to a seemingly abandoned Separatist cruiser turns deadly. Clone cadets, including a young Boba Fett disguised as a cadet named ""Lucky,"" board the cruiser alongside Anakin Skywalker and Mace Windu. Boba, fueled by revenge for the death of his father, activates booby traps throughout the ship in an attempt to kill Mace Windu. As the cadets and Jedi are systematically picked off by the traps, Anakin and Mace must figure out who is responsible and stop the deadly plot before more lives are lost.
"
1626032,R2 Come Home,7.5,2010,"[('Matt Lanter', <Character id:None[http] name:_Anakin Skywalker_>), (""Terrence 'T.C.' Carson"", <Character id:None[http] name:_Mace Windu_>), ('Jaime King', <Character id:None[http] name:_Aurra Sing_>), ('Daniel Logan', <Character id:None[http] name:_Boba Fett_>), ('Robin Atkin Downes', <Character id:None[http] name:_Castas_>), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Bossk_>]), ('Ashley Eckstein', <Character id:None[http] name:_Ahsoka Tano_>), ('James Arnold Taylor', <Character id:None[http] name:_Plo Koon_>), ('Tom Kane', <Character id:None[http] name:_Narrator_>)]","['Matt Lanter', ""Terrence 'T.C.' Carson"", 'Jaime King', 'Daniel Logan', 'Robin Atkin Downes', 'Dee Bradley Baker', 'Ashley Eckstein', 'James Arnold Taylor', 'Tom Kane']","[<Character id:None[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Mace Windu_>, <Character id:None[http] name:_Aurra Sing_>, <Character id:None[http] name:_Boba Fett_>, <Character id:None[http] name:_Castas_>, [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Bossk_>], <Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Plo Koon_>, <Character id:None[http] name:_Narrator_>]","In the ""R2 Come Home"" episode of The Clone Wars, Anakin and Ahsoka embark on a desperate search for R2-D2 after he's stolen by the Separatists. They follow a trail of clues to a remote world, where they discover the Separatists, led by General Grievous, intend to use R2's memory banks to gain valuable Republic military secrets. Anakin and Ahsoka must infiltrate the Separatist base and recover R2 before it's too late.
"
